_id,Date,HB,HBName,DailyPositive,CumulativePositive,DailyPositivePCROnly,CumulativePositivePCROnly,DailyPositiveLFDOnly,CumulativePositiveLFDOnly,DailyPositivePCRAndLFD,CumulativePositivePCRAndLFD,DailyDeaths,DailyDeathsQF,CumulativeDeaths,CumulativeDeathsQF,CrudeRateDeaths,CrudeRateDeathsQF,PositiveTests,PositiveTestsLFDOnly,HospitalAdmissions,HospitalAdmissionsQF,ICUAdmissions,ICUAdmissionsQF,PositivePillar1,PositivePillar2,FirstInfections,FirstInfectionsCumulative,Reinfections,ReinfectionsCumulative,PercentReinfections,PercentReinfectionsCumulative,TotalTests,TotalPillar1,TotalPillar2,TotalLFD,HospitalOccupancy,ICUOccupancy28daysless,ICUOccupancy28daysmore
165,20200317,S08000030,NHS Tayside,3,23,"","","","","","",0,"",0,"",0,"",3,"",,:,,:,3,0,3,23,0,0,0,0,44,44,0,"",,,
166,20200317,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,14,14,0,"",,,
167,20200317,S08000024,NHS Lothian,5,37,"","","","","","",0,"",2,"",0.21918048416968952,"",6,"",,:,,:,6,0,5,37,0,0,0,0,138,138,0,"",,,
168,20200317,S08000032,NHS Lanarkshire,7,33,"","","","","","",1,"",1,"",0.15106652969967974,"",9,"",,:,,:,9,0,7,33,0,0,0,0,94,94,0,"",,,
169,20200317,S08000022,NHS Highland,1,7,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,7,0,0,0,0,24,24,0,"",,,
170,20200317,S08000031,NHS Greater Glasgow and Clyde,13,70,"","","","","","",0,"",2,"",0.16874219567345008,"",26,"",,:,,:,26,0,13,70,0,0,0,0,233,233,0,"",,,
171,20200317,S08000020,NHS Grampian,2,19,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,2,19,0,0,0,0,31,31,0,"",,,
172,20200317,S08000019,NHS Forth Valley,3,21,"","","","","","",0,"",0,"",0,"",3,"",,:,,:,3,0,3,21,0,0,0,0,64,64,0,"",,,
173,20200317,S08000029,NHS Fife,1,12,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,12,0,0,0,0,29,29,0,"",,,
174,20200317,S08000017,NHS Dumfries and Galloway,3,6,"","","","","","",0,"",0,"",0,"",6,"",,:,,:,6,0,3,6,0,0,0,0,94,94,0,"",,,
175,20200317,S08000016,NHS Borders,0,5,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,5,0,0,,0,19,19,0,"",,,
176,20200317,S08000015,NHS Ayrshire and Arran,5,16,"","","","","","",1,"",1,"",0.27174651485094703,"",5,"",,:,,:,5,0,5,16,0,0,0,0,67,67,0,"",,,
177,20200318,S92000003,Scotland,41,314,"","","","","","",0,"",6,"",0.10976948408342481,"",56,"",18,"",3,"",56,0,41,314,0,0,0,0,895,895,0,"",0,0,0
178,20200318,S08000030,NHS Tayside,4,27,"","","","","","",0,"",0,"",0,"",4,"",,:,,:,4,0,4,27,0,0,0,0,38,38,0,"",,,
179,20200318,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,19,19,0,"",,,
180,20200318,S08000024,NHS Lothian,4,41,"","","","","","",0,"",2,"",0.21918048416968952,"",7,"",,:,,:,7,0,4,41,0,0,0,0,103,103,0,"",,,
181,20200318,S08000032,NHS Lanarkshire,7,40,"","","","","","",0,"",1,"",0.15106652969967974,"",8,"",,:,,:,8,0,7,40,0,0,0,0,99,99,0,"",,,
182,20200318,S08000022,NHS Highland,1,8,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,1,8,0,0,0,0,34,34,0,"",,,
183,20200318,S08000031,NHS Greater Glasgow and Clyde,7,77,"","","","","","",0,"",2,"",0.16874219567345008,"",11,"",,:,,:,11,0,7,77,0,0,0,0,227,227,0,"",,,
184,20200318,S08000020,NHS Grampian,1,20,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,20,0,0,0,0,31,31,0,"",,,
185,20200318,S08000019,NHS Forth Valley,6,27,"","","","","","",0,"",0,"",0,"",8,"",,:,,:,8,0,6,27,0,0,0,0,69,69,0,"",,,
186,20200318,S08000029,NHS Fife,2,14,"","","","","","",0,"",0,"",0,"",3,"",,:,,:,3,0,2,14,0,0,0,0,32,32,0,"",,,
187,20200318,S08000017,NHS Dumfries and Galloway,3,9,"","","","","","",0,"",0,"",0,"",6,"",,:,,:,6,0,3,9,0,0,0,0,148,148,0,"",,,
188,20200318,S08000016,NHS Borders,2,7,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,2,7,0,0,0,0,24,24,0,"",,,
189,20200318,S08000015,NHS Ayrshire and Arran,4,20,"","","","","","",0,"",1,"",0.27174651485094703,"",4,"",,:,,:,4,0,4,20,0,0,0,0,68,68,0,"",,,
190,20200319,S92000003,Scotland,50,364,"","","","","","",3,"",9,"",0.16465422612513722,"",61,"",26,"",4,"",61,0,50,364,0,0,0,0,946,946,0,"",0,0,0
191,20200319,S08000030,NHS Tayside,4,31,"","","","","","",0,"",0,"",0,"",4,"",,:,,:,4,0,4,31,0,0,0,0,93,93,0,"",,,
192,20200319,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,11,11,0,"",,,
193,20200319,S08000024,NHS Lothian,5,46,"","","","","","",0,"",2,"",0.21918048416968952,"",7,"",,:,,:,7,0,5,46,0,0,0,0,130,130,0,"",,,
194,20200319,S08000032,NHS Lanarkshire,5,45,"","","","","","",0,"",1,"",0.15106652969967974,"",7,"",,:,,:,7,0,5,45,0,0,0,0,77,77,0,"",,,
195,20200319,S08000022,NHS Highland,1,9,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,1,9,0,0,0,0,38,38,0,"",,,
196,20200319,S08000031,NHS Greater Glasgow and Clyde,23,100,"","","","","","",1,"",3,"",0.25311329351017514,"",26,"",,:,,:,26,0,23,100,0,0,0,0,246,246,0,"",,,
197,20200319,S08000020,NHS Grampian,0,20,"","","","","","",1,"",1,"",0.1707796089146956,"",0,"",,:,,:,,,0,20,0,0,,0,25,25,0,"",,,
198,20200319,S08000019,NHS Forth Valley,2,29,"","","","","","",1,"",1,"",0.3268721602981074,"",2,"",,:,,:,2,0,2,29,0,0,0,0,57,57,0,"",,,
199,20200319,S08000029,NHS Fife,1,15,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,15,0,0,0,0,41,41,0,"",,,
200,20200319,S08000017,NHS Dumfries and Galloway,5,14,"","","","","","",0,"",0,"",0,"",8,"",,:,,:,8,0,5,14,0,0,0,0,138,138,0,"",,,
201,20200319,S08000016,NHS Borders,1,8,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,8,0,0,0,0,18,18,0,"",,,
202,20200319,S08000015,NHS Ayrshire and Arran,3,23,"","","","","","",0,"",1,"",0.27174651485094703,"",3,"",,:,,:,3,0,3,23,0,0,0,0,68,68,0,"",,,
203,20200320,S92000003,Scotland,84,448,"","","","","","",5,"",14,"",0.2561287961946579,"",97,"",47,"",8,"",97,0,84,448,0,0,0,0,946,946,0,"",0,0,0
204,20200320,S08000030,NHS Tayside,10,41,"","","","","","",0,"",0,"",0,"",11,"",,:,,:,11,0,10,41,0,0,0,0,103,103,0,"",,,
205,20200320,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,4,4,0,"",,,
206,20200320,S08000024,NHS Lothian,10,56,"","","","","","",0,"",2,"",0.21918048416968952,"",13,"",,:,,:,13,0,10,56,0,0,0,0,118,118,0,"",,,
207,20200320,S08000032,NHS Lanarkshire,4,49,"","","","","","",0,"",1,"",0.15106652969967974,"",5,"",,:,,:,5,0,4,49,0,0,0,0,66,66,0,"",,,
208,20200320,S08000022,NHS Highland,1,10,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,10,0,0,0,0,37,37,0,"",,,
209,20200320,S08000031,NHS Greater Glasgow and Clyde,30,130,"","","","","","",3,"",6,"",0.5062265870203503,"",32,"",,:,,:,32,0,30,130,0,0,0,0,219,219,0,"",,,
210,20200320,S08000020,NHS Grampian,3,23,"","","","","","",0,"",1,"",0.1707796089146956,"",3,"",,:,,:,3,0,3,23,0,0,0,0,35,35,0,"",,,
211,20200320,S08000019,NHS Forth Valley,8,37,"","","","","","",2,"",3,"",0.9806164808943222,"",11,"",,:,,:,11,0,8,37,0,0,0,0,83,83,0,"",,,
212,20200320,S08000029,NHS Fife,7,22,"","","","","","",0,"",0,"",0,"",7,"",,:,,:,7,0,7,22,0,0,0,0,54,54,0,"",,,
213,20200320,S08000017,NHS Dumfries and Galloway,5,19,"","","","","","",0,"",0,"",0,"",8,"",,:,,:,8,0,5,19,0,0,0,0,148,148,0,"",,,
214,20200320,S08000016,NHS Borders,2,10,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,2,10,0,0,0,0,19,19,0,"",,,
215,20200320,S08000015,NHS Ayrshire and Arran,4,27,"","","","","","",0,"",1,"",0.27174651485094703,"",4,"",,:,,:,4,0,4,27,0,0,0,0,57,57,0,"",,,
216,20200321,S92000003,Scotland,67,515,"","","","","","",6,"",20,"",0.3658982802780827,"",81,"",49,"",6,"",81,0,67,515,0,0,0,0,704,704,0,"",0,0,0
217,20200321,S08000030,NHS Tayside,5,46,"","","","","","",0,"",0,"",0,"",5,"",,:,,:,5,0,5,46,0,0,0,0,29,29,0,"",,,
218,20200321,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,1,1,0,"",,,
219,20200321,S08000024,NHS Lothian,15,71,"","","","","","",3,"",5,"",0.5479512104242238,"",16,"",,:,,:,16,0,15,71,0,0,0,0,95,95,0,"",,,
220,20200321,S08000032,NHS Lanarkshire,7,56,"","","","","","",1,"",2,"",0.30213305939935947,"",13,"",,:,,:,13,0,7,56,0,0,0,0,75,75,0,"",,,
221,20200321,S08000022,NHS Highland,3,13,"","","","","","",0,"",0,"",0,"",3,"",,:,,:,3,0,3,13,0,0,0,0,40,40,0,"",,,
222,20200321,S08000031,NHS Greater Glasgow and Clyde,24,154,"","","","","","",1,"",7,"",0.5905976848570753,"",30,"",,:,,:,30,0,24,154,0,0,0,0,187,187,0,"",,,
223,20200321,S08000020,NHS Grampian,0,23,"","","","","","",0,"",1,"",0.1707796089146956,"",0,"",,:,,:,,,0,23,0,0,,0,22,22,0,"",,,
224,20200321,S08000019,NHS Forth Valley,4,41,"","","","","","",0,"",3,"",0.9806164808943222,"",4,"",,:,,:,4,0,4,41,0,0,0,0,57,57,0,"",,,
225,20200321,S08000029,NHS Fife,2,24,"","","","","","",1,"",1,"",0.2672867719776548,"",3,"",,:,,:,3,0,2,24,0,0,0,0,32,32,0,"",,,
226,20200321,S08000017,NHS Dumfries and Galloway,2,21,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,2,21,0,0,0,0,83,83,0,"",,,
227,20200321,S08000016,NHS Borders,0,10,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,10,0,0,,0,20,20,0,"",,,
228,20200321,S08000015,NHS Ayrshire and Arran,5,32,"","","","","","",0,"",1,"",0.27174651485094703,"",5,"",,:,,:,5,0,5,32,0,0,0,0,62,62,0,"",,,
229,20200322,S92000003,Scotland,74,589,"","","","","","",5,"",25,"",0.4573728503476034,"",90,"",37,"",8,"",90,0,74,589,0,0,0,0,682,682,0,"",0,0,0
230,20200322,S08000030,NHS Tayside,4,50,"","","","","","",1,"",1,"",0.24006721882126994,"",4,"",,:,,:,4,0,4,50,0,0,0,0,43,43,0,"",,,
231,20200322,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,1,1,0,"",,,
232,20200322,S08000024,NHS Lothian,13,84,"","","","","","",1,"",6,"",0.6575414525090686,"",15,"",,:,,:,15,0,13,84,0,0,0,0,94,94,0,"",,,
233,20200322,S08000032,NHS Lanarkshire,11,67,"","","","","","",0,"",2,"",0.30213305939935947,"",14,"",,:,,:,14,0,11,67,0,0,0,0,76,76,0,"",,,
234,20200322,S08000022,NHS Highland,2,15,"","","","","","",0,"",0,"",0,"",7,"",,:,,:,7,0,2,15,0,0,0,0,36,36,0,"",,,
235,20200322,S08000031,NHS Greater Glasgow and Clyde,18,172,"","","","","","",1,"",8,"",0.6749687826938003,"",21,"",,:,,:,21,0,18,172,0,0,0,0,168,168,0,"",,,
236,20200322,S08000020,NHS Grampian,0,23,"","","","","","",0,"",1,"",0.1707796089146956,"",0,"",,:,,:,,,0,23,0,0,,0,14,14,0,"",,,
237,20200322,S08000019,NHS Forth Valley,4,45,"","","","","","",0,"",3,"",0.9806164808943222,"",4,"",,:,,:,4,0,4,45,0,0,0,0,63,63,0,"",,,
238,20200322,S08000029,NHS Fife,4,28,"","","","","","",1,"",2,"",0.5345735439553096,"",4,"",,:,,:,4,0,4,28,0,0,0,0,36,36,0,"",,,
239,20200322,S08000017,NHS Dumfries and Galloway,4,25,"","","","","","",0,"",0,"",0,"",7,"",,:,,:,7,0,4,25,0,0,0,0,63,63,0,"",,,
240,20200322,S08000016,NHS Borders,5,15,"","","","","","",0,"",0,"",0,"",5,"",,:,,:,5,0,5,15,0,0,0,0,17,17,0,"",,,
241,20200322,S08000015,NHS Ayrshire and Arran,9,41,"","","","","","",1,"",2,"",0.5434930297018941,"",9,"",,:,,:,9,0,9,41,0,0,0,0,70,70,0,"",,,
242,20200323,S92000003,Scotland,138,727,"","","","","","",4,"",29,"",0.5305525064032199,"",164,"",71,"",12,"",164,0,138,727,0,0,0,0,1074,1074,0,"",0,0,0
243,20200323,S08000030,NHS Tayside,11,61,"","","","","","",0,"",1,"",0.24006721882126994,"",13,"",,:,,:,13,0,11,61,0,0,0,0,87,87,0,"",,,
244,20200323,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,1,1,0,"",,,
245,20200323,S08000024,NHS Lothian,18,102,"","","","","","",0,"",6,"",0.6575414525090686,"",19,"",,:,,:,19,0,18,102,0,0,0,0,134,134,0,"",,,
246,20200323,S08000032,NHS Lanarkshire,17,84,"","","","","","",1,"",3,"",0.45319958909903924,"",20,"",,:,,:,20,0,17,84,0,0,0,0,109,109,0,"",,,
247,20200323,S08000022,NHS Highland,7,22,"","","","","","",0,"",0,"",0,"",9,"",,:,,:,9,0,7,22,0,0,0,0,66,66,0,"",,,
248,20200323,S08000031,NHS Greater Glasgow and Clyde,41,213,"","","","","","",0,"",8,"",0.6749687826938003,"",46,"",,:,,:,46,0,41,213,0,0,0,0,279,279,0,"",,,
249,20200323,S08000020,NHS Grampian,6,29,"","","","","","",0,"",1,"",0.1707796089146956,"",11,"",,:,,:,11,0,6,29,0,0,0,0,56,56,0,"",,,
250,20200323,S08000019,NHS Forth Valley,10,55,"","","","","","",1,"",4,"",1.3074886411924296,"",13,"",,:,,:,13,0,10,55,0,0,0,0,75,75,0,"",,,
251,20200323,S08000029,NHS Fife,10,38,"","","","","","",1,"",3,"",0.8018603159329645,"",10,"",,:,,:,10,0,10,38,0,0,0,0,50,50,0,"",,,
252,20200323,S08000017,NHS Dumfries and Galloway,5,30,"","","","","","",0,"",0,"",0,"",10,"",,:,,:,10,0,5,30,0,0,0,0,116,116,0,"",,,
253,20200323,S08000016,NHS Borders,6,21,"","","","","","",0,"",0,"",0,"",6,"",,:,,:,6,0,6,21,0,0,0,0,31,31,0,"",,,
254,20200323,S08000015,NHS Ayrshire and Arran,7,48,"","","","","","",1,"",3,"",0.8152395445528412,"",7,"",,:,,:,7,0,7,48,0,0,0,0,69,69,0,"",,,
255,20200324,S92000003,Scotland,167,894,"","","","","","",7,"",36,"",0.6586169045005489,"",206,"",72,"",10,"",206,0,167,894,0,0,0,0,1261,1261,0,"",0,0,0
256,20200324,S08000030,NHS Tayside,20,81,"","","","","","",0,"",1,"",0.24006721882126994,"",20,"",,:,,:,20,0,20,81,0,0,0,0,129,129,0,"",,,
257,20200324,S08000026,NHS Shetland,0,24,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,24,0,0,,0,3,3,0,"",,,
258,20200324,S08000024,NHS Lothian,25,127,"","","","","","",0,"",6,"",0.6575414525090686,"",30,"",,:,,:,30,0,25,127,0,0,0,0,171,171,0,"",,,
259,20200324,S08000032,NHS Lanarkshire,23,107,"","","","","","",2,"",5,"",0.7553326484983988,"",35,"",,:,,:,35,0,23,107,0,0,0,0,138,138,0,"",,,
260,20200324,S08000022,NHS Highland,4,26,"","","","","","",0,"",0,"",0,"",5,"",,:,,:,5,0,4,26,0,0,0,0,98,98,0,"",,,
261,20200324,S08000031,NHS Greater Glasgow and Clyde,35,248,"","","","","","",2,"",10,"",0.8437109783672505,"",40,"",,:,,:,40,0,35,248,0,0,0,0,278,278,0,"",,,
262,20200324,S08000020,NHS Grampian,6,35,"","","","","","",0,"",1,"",0.1707796089146956,"",8,"",,:,,:,8,0,6,35,0,0,0,0,58,58,0,"",,,
263,20200324,S08000019,NHS Forth Valley,14,69,"","","","","","",1,"",5,"",1.634360801490537,"",16,"",,:,,:,16,0,14,69,0,0,0,0,93,93,0,"",,,
264,20200324,S08000029,NHS Fife,3,41,"","","","","","",0,"",3,"",0.8018603159329645,"",3,"",,:,,:,3,0,3,41,0,0,0,0,32,32,0,"",,,
265,20200324,S08000017,NHS Dumfries and Galloway,7,37,"","","","","","",0,"",0,"",0,"",18,"",,:,,:,18,0,7,37,0,0,0,0,123,123,0,"",,,
266,20200324,S08000016,NHS Borders,9,30,"","","","","","",0,"",0,"",0,"",10,"",,:,,:,10,0,9,30,0,0,0,0,26,26,0,"",,,
267,20200324,S08000015,NHS Ayrshire and Arran,21,69,"","","","","","",2,"",5,"",1.3587325742547351,"",21,"",,:,,:,21,0,21,69,0,0,0,0,108,108,0,"",,,
268,20200325,S92000003,Scotland,188,1082,"","","","","","",11,"",47,"",0.8598609586534943,"",251,"",92,"",13,"",251,0,188,1082,0,0,0,0,1374,1374,0,"",0,0,0
269,20200325,S08000030,NHS Tayside,31,112,"","","","","","",2,"",3,"",0.7202016564638098,"",31,"",,:,,:,31,0,31,112,0,0,0,0,156,156,0,"",,,
270,20200325,S08000026,NHS Shetland,2,26,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,2,26,0,0,0,0,11,11,0,"",,,
271,20200325,S08000024,NHS Lothian,18,145,"","","","","","",3,"",9,"",0.9863121787636029,"",26,"",,:,,:,26,0,18,145,0,0,0,0,193,193,0,"",,,
272,20200325,S08000032,NHS Lanarkshire,23,130,"","","","","","",0,"",5,"",0.7553326484983988,"",34,"",,:,,:,34,0,23,130,0,0,0,0,147,147,0,"",,,
273,20200325,S08000022,NHS Highland,5,31,"","","","","","",1,"",1,"",0.3116624072804338,"",16,"",,:,,:,16,0,5,31,0,0,0,0,85,85,0,"",,,
274,20200325,S08000031,NHS Greater Glasgow and Clyde,43,291,"","","","","","",3,"",13,"",1.0968242718774257,"",51,"",,:,,:,51,0,43,291,0,0,0,0,295,295,0,"",,,
275,20200325,S08000020,NHS Grampian,7,42,"","","","","","",0,"",1,"",0.1707796089146956,"",11,"",,:,,:,11,0,7,42,0,0,0,0,69,69,0,"",,,
276,20200325,S08000019,NHS Forth Valley,17,86,"","","","","","",0,"",5,"",1.634360801490537,"",23,"",,:,,:,23,0,17,86,0,0,0,0,91,91,0,"",,,
277,20200325,S08000029,NHS Fife,8,49,"","","","","","",0,"",3,"",0.8018603159329645,"",9,"",,:,,:,9,0,8,49,0,0,0,0,61,61,0,"",,,
278,20200325,S08000017,NHS Dumfries and Galloway,8,45,"","","","","","",1,"",1,"",0.6743543057522422,"",16,"",,:,,:,16,0,8,45,0,0,0,0,136,136,0,"",,,
279,20200325,S08000016,NHS Borders,9,39,"","","","","","",1,"",1,"",0.8677542519958349,"",10,"",,:,,:,10,0,9,39,0,0,0,0,24,24,0,"",,,
280,20200325,S08000015,NHS Ayrshire and Arran,17,86,"","","","","","",0,"",5,"",1.3587325742547351,"",22,"",,:,,:,22,0,17,86,0,0,0,0,98,98,0,"",,,
281,20200326,S92000003,Scotland,223,1305,"","","","","","",12,"",59,"",1.079399926820344,"",269,"",108,"",15,"",269,0,223,1305,0,0,0,0,1459,1459,0,"",0,0,0
282,20200326,S08000028,NHS Western Isles,1,1,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,1,0,0,0,0,4,4,0,"",,,
283,20200326,S08000030,NHS Tayside,32,144,"","","","","","",2,"",5,"",1.2003360941063497,"",33,"",,:,,:,33,0,32,144,0,0,0,0,167,167,0,"",,,
284,20200326,S08000026,NHS Shetland,1,27,"","","","","","",0,"",0,"",0,"",2,"",,:,,:,2,0,1,27,0,0,0,0,10,10,0,"",,,
285,20200326,S08000024,NHS Lothian,24,169,"","","","","","",1,"",10,"",1.0959024208484476,"",31,"",,:,,:,31,0,24,169,0,0,0,0,232,232,0,"",,,
286,20200326,S08000032,NHS Lanarkshire,25,155,"","","","","","",1,"",6,"",0.9063991781980785,"",32,"",,:,,:,32,0,25,155,0,0,0,0,134,134,0,"",,,
287,20200326,S08000022,NHS Highland,3,34,"","","","","","",0,"",1,"",0.3116624072804338,"",7,"",,:,,:,7,0,3,34,0,0,0,0,74,74,0,"",,,
288,20200326,S08000031,NHS Greater Glasgow and Clyde,62,353,"","","","","","",3,"",16,"",1.3499375653876007,"",72,"",,:,,:,72,0,62,353,0,0,0,0,281,281,0,"",,,
289,20200326,S08000020,NHS Grampian,14,56,"","","","","","",0,"",1,"",0.1707796089146956,"",17,"",,:,,:,17,0,14,56,0,0,0,0,94,94,0,"",,,
290,20200326,S08000019,NHS Forth Valley,8,94,"","","","","","",1,"",6,"",1.9612329617886444,"",10,"",,:,,:,10,0,8,94,0,0,0,0,70,70,0,"",,,
291,20200326,S08000029,NHS Fife,12,61,"","","","","","",0,"",3,"",0.8018603159329645,"",12,"",,:,,:,12,0,12,61,0,0,0,0,80,80,0,"",,,
292,20200326,S08000017,NHS Dumfries and Galloway,11,56,"","","","","","",2,"",3,"",2.023062917256727,"",21,"",,:,,:,21,0,11,56,0,0,0,0,168,168,0,"",,,
293,20200326,S08000016,NHS Borders,10,49,"","","","","","",2,"",3,"",2.603262755987504,"",11,"",,:,,:,11,0,10,49,0,0,0,0,38,38,0,"",,,
294,20200326,S08000015,NHS Ayrshire and Arran,20,106,"","","","","","",0,"",5,"",1.3587325742547351,"",20,"",,:,,:,20,0,20,106,0,0,0,0,105,105,0,"",,,
295,20200327,S92000003,Scotland,274,1579,"","","","","","",11,"",70,"",1.2806439809732895,"",322,"",118,"",16,"",322,0,274,1579,0,0,0,0,1445,1445,0,"",0,0,0
296,20200327,S08000028,NHS Western Isles,0,1,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,1,0,0,,0,4,4,0,"",,,
297,20200327,S08000030,NHS Tayside,47,191,"","","","","","",1,"",6,"",1.4404033129276197,"",48,"",,:,,:,48,0,47,191,0,0,0,0,153,153,0,"",,,
298,20200327,S08000026,NHS Shetland,1,28,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,28,0,0,0,0,11,11,0,"",,,
299,20200327,S08000024,NHS Lothian,41,210,"","","","","","",1,"",11,"",1.2054926629332925,"",46,"",,:,,:,46,0,41,210,0,0,0,0,240,240,0,"",,,
300,20200327,S08000032,NHS Lanarkshire,25,180,"","","","","","",1,"",7,"",1.0574657078977583,"",33,"",,:,,:,33,0,25,180,0,0,0,0,121,121,0,"",,,
301,20200327,S08000022,NHS Highland,8,42,"","","","","","",0,"",1,"",0.3116624072804338,"",10,"",,:,,:,10,0,8,42,0,0,0,0,95,95,0,"",,,
302,20200327,S08000031,NHS Greater Glasgow and Clyde,68,421,"","","","","","",3,"",19,"",1.603050858897776,"",80,"",,:,,:,80,0,68,421,0,0,0,0,274,274,0,"",,,
303,20200327,S08000020,NHS Grampian,5,61,"","","","","","",0,"",1,"",0.1707796089146956,"",8,"",,:,,:,8,0,5,61,0,0,0,0,84,84,0,"",,,
304,20200327,S08000019,NHS Forth Valley,15,109,"","","","","","",1,"",7,"",2.288105122086752,"",16,"",,:,,:,16,0,15,109,0,0,0,0,78,78,0,"",,,
305,20200327,S08000029,NHS Fife,11,72,"","","","","","",2,"",5,"",1.3364338598882741,"",12,"",,:,,:,12,0,11,72,0,0,0,0,80,80,0,"",,,
306,20200327,S08000017,NHS Dumfries and Galloway,10,66,"","","","","","",1,"",4,"",2.697417223008969,"",20,"",,:,,:,20,0,10,66,0,0,0,0,160,160,0,"",,,
307,20200327,S08000016,NHS Borders,14,63,"","","","","","",1,"",4,"",3.4710170079833396,"",15,"",,:,,:,15,0,14,63,0,0,0,0,38,38,0,"",,,
308,20200327,S08000015,NHS Ayrshire and Arran,29,135,"","","","","","",0,"",5,"",1.3587325742547351,"",33,"",,:,,:,33,0,29,135,0,0,0,0,106,106,0,"",,,
309,20200328,S92000003,Scotland,204,1783,"","","","","","",29,"",99,"",1.8111964873765094,"",259,"",140,"",17,"",259,0,204,1783,0,0,0,0,1204,1204,0,"",0,0,0
310,20200328,S08000028,NHS Western Isles,0,1,"","","","","","",0,"",0,"",0,"",0,"",,:,,:,,,0,1,0,0,,0,1,1,0,"",,,
311,20200328,S08000030,NHS Tayside,16,207,"","","","","","",0,"",6,"",1.4404033129276197,"",18,"",,:,,:,18,0,16,207,0,0,0,0,114,114,0,"",,,
312,20200328,S08000026,NHS Shetland,2,30,"","","","","","",0,"",0,"",0,"",3,"",,:,,:,3,0,2,30,0,0,0,0,5,5,0,"",,,
313,20200328,S08000025,NHS Orkney,1,1,"","","","","","",0,"",0,"",0,"",1,"",,:,,:,1,0,1,1,0,0,0,0,1,1,0,"",,,
314,20200328,S08000024,NHS Lothian,28,238,"","","","","","",6,"",17,"",1.8630341154423609,"",36,"",,:,,:,36,0,28,238,0,0,0,0,190,190,0,"",,,
315,20200328,S08000032,NHS Lanarkshire,22,202,"","","","","","",5,"",12,"",1.812798356396157,"",38,"",,:,,:,38,0,22,202,0,0,0,0,117,117,0,"",,,
316,20200328,S08000022,NHS Highland,4,46,"","","","","","",1,"",2,"",0.6233248145608676,"",7,"",,:,,:,7,0,4,46,0,0,0,0,83,83,0,"",,,
317,20200328,S08000031,NHS Greater Glasgow and Clyde,54,475,"","","","","","",9,"",28,"",2.3623907394283012,"",62,"",,:,,:,62,0,54,475,0,0,0,0,233,233,0,"",,,
318,20200328,S08000020,NHS Grampian,8,69,"","","","","","",2,"",3,"",0.5123388267440868,"",9,"",,:,,:,9,0,8,69,0,0,0,0,59,59,0,"",,,
319,20200328,S08000019,NHS Forth Valley,20,129,"","","","","","",2,"",9,"",2.9418494426829667,"",29,"",,:,,:,29,0,20,129,0,0,0,0,96,96,0,"",,,
320,20200328,S08000029,NHS Fife,11,83,"","","","","","",2,"",7,"",1.871007403843584,"",12,"",,:,,:,12,0,11,83,0,0,0,0,44,44,0,"",,,
321,20200328,S08000017,NHS Dumfries and Galloway,11,77,"","","","","","",0,"",4,"",2.697417223008969,"",13,"",,:,,:,13,0,11,77,0,0,0,0,115,115,0,"",,,
322,20200328,S08000016,NHS Borders,9,72,"","","","","","",1,"",5,"",4.338771259979174,"",9,"",,:,,:,9,0,9,72,0,0,0,0,21,21,0,"",,,
323,20200328,S08000015,NHS Ayrshire and Arran,18,153,"","","","","","",1,"",6,"",1.6304790891056824,"",22,"",,:,,:,22,0,18,153,0,0,0,0,125,125,0,"",,,
